server_generation,action_string,score,slots_size,score_per_slot
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.6-48",83370.46451378171,4,20842.61612844543
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.65-60",41665.88090950336,2,20832.94045475168
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.9-72",41637.90216776934,2,20818.95108388467
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.8-72",41463.042801459735,2,20731.521400729867
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.5-84",82384.96731629487,4,20596.24182907372
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.5-72",82308.01313184251,4,20577.003282960628
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.75-24",82253.86635252877,4,20563.466588132193
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.45-96",41087.77379115402,2,20543.88689557701
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.75-48",40974.61711007869,2,20487.308555039344
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.85-24",81880.38639964946,4,20470.096599912365
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.6-84",40877.69106113219,2,20438.845530566094
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.8-72",40781.19449680997,2,20390.597248404985
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.95-48",40774.781672766345,2,20387.390836383172
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.85-84",40675.493505772894,2,20337.746752886447
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.8-24",81209.45744269734,4,20302.364360674335
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.85-60",40383.14280864811,2,20191.571404324055
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.5-72",80726.01532048295,4,20181.50383012074
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.8-96",40231.714848867276,2,20115.857424433638
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.6-72",40172.262298410875,2,20086.131149205437
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.85-24",80165.91746625767,4,20041.479366564417
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.5-72",40032.246560506224,2,20016.123280253112
CPU.S3,"CPU.S3|buy-dismiss|DC4,1.0-24",40000.302979306616,2,20000.151489653308
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.55-60",79961.3915713806,4,19990.34789284515
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.8-24",39863.95340852629,2,19931.976704263147
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.9-24",79698.4797172759,4,19924.619929318975
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.55-96",39782.90619608887,2,19891.453098044436
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.95-60",39734.54878703638,2,19867.27439351819
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.75-84",39581.88725422197,2,19790.943627110984
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.85-60",39475.97940927972,2,19737.98970463986
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.8-36",39434.78173503585,2,19717.390867517926
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.6-36",78805.2954878208,4,19701.3238719552
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.7-48",39300.89358989963,2,19650.446794949814
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.65-36",39196.35346016035,2,19598.176730080177
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.85-36",39139.16990944047,2,19569.584954720234
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.5-84",78184.96731629485,4,19546.24182907371
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.5-48",77720.4423940778,4,19430.11059851945
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.75-84",38749.11382641524,2,19374.55691320762
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.9-96",38574.50104814542,2,19287.25052407271
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.65-60",38545.88090950336,2,19272.94045475168
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.85-24",76901.91746625767,4,19225.479366564417
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.7-96",38229.085943644895,2,19114.542971822448
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.7-36",76325.63355184319,4,19081.408387960797
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.8-24",38097.55340852629,2,19048.776704263146
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.9-48",38088.120329870944,2,19044.060164935472
CPU.S2,"CPU.S2|buy-dismiss|DC2,1.0-72",38076.803501824674,2,19038.401750912337
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.9-48",37987.279630934005,2,18993.639815467002
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.7-96",37931.9897041131,2,18965.99485205655
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.6-48",75780.39815467002,4,18945.099538667506
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.95-84",37887.757188681164,2,18943.878594340582
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.45-72",75765.61575821103,4,18941.403939552758
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.55-60",75633.29016661069,4,18908.322541652673
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.45-60",75080.60898696061,4,18770.152246740152
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.65-36",74383.80258385443,4,18595.950645963607
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.85-72",37182.685380671035,2,18591.342690335518
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.8-96",37159.714848867276,2,18579.857424433638
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.8-36",37130.78173503585,2,18565.390867517926
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.45-96",37113.37379115402,2,18556.68689557701
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.65-36",37043.55346016036,2,18521.77673008018
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.4-96",73875.91967797084,4,18468.97991949271
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.6-72",36716.262298410875,2,18358.131149205437
CPU.S1,"CPU.S1|buy-dismiss|DC3,1.0-48",36628.13468148987,2,18314.067340744936
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.7-48",36612.89358989963,2,18306.446794949814
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.45-84",36555.06829584915,2,18277.534147924576
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.75-72",36445.32787301359,2,18222.663936506797
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.75-72",36293.1026263685,2,18146.55131318425
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.9-24",72353.55967015521,4,18088.389917538803
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.95-24",36062.28783034129,2,18031.143915170644
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.9-48",36000.07963093401,2,18000.039815467004
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.65-60",35959.513665919796,2,17979.756832959898
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.45-72",71877.61575821103,4,17969.403939552758
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.8-84",35930.81741719802,2,17965.40870859901
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.45-96",71858.40722828789,4,17964.601807071973
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.8-60",35873.08419631182,2,17936.54209815591
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.65-36",71716.20258385442,4,17929.050645963605
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.95-72",35835.68197248389,2,17917.840986241947
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.65-36",71571.10301449681,4,17892.775753624202
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.5-72",71508.01313184251,4,17877.003282960628
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.5-72",71508.01313184251,4,17877.003282960628
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.9-60",35753.25674561342,2,17876.62837280671
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.5-48",71480.44239407779,4,17870.110598519448
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.8-60",35715.66381990411,2,17857.831909952056
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.6-48",71274.46451378171,4,17818.61612844543
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.55-96",35558.90619608887,2,17779.453098044436
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.7-36",71028.5724771504,4,17757.1431192876
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.55-84",35463.9439769839,2,17731.97198849195
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.55-48",35433.652547391044,2,17716.826273695522
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.8-24",70843.09308202303,4,17710.773270505757
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.5-60",35221.16435839984,2,17610.58217919992
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.9-96",35154.88192754345,2,17577.440963771725
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.7-96",35137.8859436449,2,17568.94297182245
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.5-72",69926.01532048294,4,17481.503830120735
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.6-72",34905.89587260748,2,17452.94793630374
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.9-84",34822.708325973654,2,17411.354162986827
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.85-72",34734.685380671035,2,17367.342690335518
CPU.S1,"CPU.S1|buy-dismiss|DC4,1.0-48",34708.13468148987,2,17354.067340744936
CPU.S2,"CPU.S2|buy-dismiss|DC3,1.0-36",34554.2159146368,2,17277.1079573184
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.9-48",34481.540532094434,2,17240.770266047217
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.55-96",34378.39018918825,2,17189.195094594124
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.4-84",68555.39868918384,4,17138.84967229596
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.95-24",34238.28783034129,2,17119.143915170644
CPU.S3,"CPU.S3|buy-dismiss|DC2,1.0-36",34173.47716879481,2,17086.738584397404
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.65-36",68295.10301449681,4,17073.775753624202
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.7-84",34135.39477060717,2,17067.697385303585
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.7-84",34022.72869797951,2,17011.364348989755
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.75-72",33809.1026263685,2,16904.55131318425
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.7-96",33808.71478623958,2,16904.35739311979
CPU.S3,"CPU.S3|buy-dismiss|DC1,1.0-60",33801.35524538979,2,16900.677622694893
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.65-36",67363.80258385441,4,16840.950645963603
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.5-60",67292.17415580052,4,16823.04353895013
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.9-60",33593.25674561341,2,16796.628372806706
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.6-36",67141.2954878208,4,16785.3238719552
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.8-60",33507.663819904104,2,16753.831909952052
CPU.S4,"CPU.S4|buy-dismiss|DC2,1.0-24",33413.941760657865,2,16706.970880328932
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.7-48",33404.575969406775,2,16702.287984703387
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.55-48",66614.16497511422,4,16653.541243778556
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.45-96",66511.60843300255,4,16627.902108250637
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.8-84",33242.81741719802,2,16621.40870859901
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.5-72",66326.01532048294,4,16581.503830120735
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.45-84",66178.51764399889,4,16544.62941099972
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.45-84",33077.46829584914,2,16538.73414792457
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.75-24",33052.4563204934,2,16526.2281602467
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.75-72",33048.36984075933,2,16524.184920379666
CPU.S1,"CPU.S1|buy-dismiss|DC2,1.0-96",33009.6435610841,2,16504.82178054205
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.55-48",33004.85254739104,2,16502.42627369552
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.8-24",65850.27526236017,4,16462.568815590043
CPU.S2,"CPU.S2|buy-dismiss|DC4,1.0-36",32898.2159146368,2,16449.1079573184
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.7-24",65682.27526236016,4,16420.56881559004
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.55-48",65505.36497511419,4,16376.341243778548
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.8-36",32689.665797120437,2,16344.832898560218
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.45-60",65360.608986960615,4,16340.152246740154
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.8-60",32545.862973439736,2,16272.931486719868
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.8-24",65083.09308202302,4,16270.773270505755
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.6-60",32520.81314723386,2,16260.40657361693
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.75-36",32515.107876596107,2,16257.553938298053
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.5-60",32461.16435839983,2,16230.582179199915
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.95-72",32325.463326733436,2,16162.731663366718
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.75-96",32317.232670813068,2,16158.616335406534
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.5-60",64557.536515100604,4,16139.384128775151
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.65-36",64551.1030144968,4,16137.7757536242
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.8-24",64161.49308202302,4,16040.373270505755
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.85-48",32051.87520699323,2,16025.937603496615
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.85-48",31932.913644878114,2,15966.456822439057
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.55-48",63750.925804299935,4,15937.731451074984
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.5-60",63692.17415580052,4,15923.04353895013
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.55-84",31767.94397698391,2,15883.971988491954
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.7-24",63330.27526236017,4,15832.568815590043
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.45-96",63304.807228287915,4,15826.201807071979
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.9-84",31641.164705066374,2,15820.582352533187
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.55-48",63222.9258042999,4,15805.731451074975
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.85-24",63030.786399649456,4,15757.696599912364
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.7-84",31430.594770607175,2,15715.297385303587
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.75-24",31396.456320493402,2,15698.228160246701
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.95-48",31376.727947415384,2,15688.363973707692
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.65-48",31345.686904906797,2,15672.843452453399
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.45-72",31233.821904455603,2,15616.910952227801
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.55-36",62338.18753050243,4,15584.546882625607
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.85-96",31045.87321213734,2,15522.93660606867
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.45-84",62050.47058466536,4,15512.61764616634
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.6-36",30997.24934784032,2,15498.62467392016
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.55-84",30818.416806037843,2,15409.208403018922
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.5-60",61557.536515100604,4,15389.384128775151
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.5-48",61400.44239407779,4,15350.110598519448
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.8-72",30675.468593572743,2,15337.734296786371
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.9-24",30600.27268137596,2,15300.13634068798
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.7-84",30521.039571320893,2,15260.519785660446
CPU.S2,"CPU.S2|buy-dismiss|DC2,1.0-60",30424.57977488013,2,15212.289887440065
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.75-36",30355.107876596107,2,15177.553938298053
CPU.S4,"CPU.S4|buy-dismiss|DC1,1.0-36",30350.082246400547,2,15175.041123200273
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.75-24",60653.86635252878,4,15163.466588132194
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.55-72",30290.573773543307,2,15145.286886771653
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.85-48",30175.075206993228,2,15087.537603496614
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.8-24",60090.27526236018,4,15022.568815590044
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.85-60",29941.964704190443,2,14970.982352095221
CPU.S1,"CPU.S1|buy-dismiss|DC2,1.0-84",29793.521771497526,2,14896.760885748763
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.9-72",29672.793447616317,2,14836.396723808159
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.65-96",29648.436947670263,2,14824.218473835132
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.6-60",29640.813147233865,2,14820.406573616932
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.95-36",29620.255118904963,2,14810.127559452481
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.55-36",59170.187530502444,4,14792.546882625611
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.95-48",29552.727947415384,2,14776.363973707692
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.5-48",59000.44239407779,4,14750.110598519448
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.75-96",29437.232670813068,2,14718.616335406534
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.45-96",58735.60843300255,4,14683.902108250637
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.45-84",58694.117643998885,4,14673.529410999721
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.7-24",58626.275262360155,4,14656.568815590039
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.8-24",58554.27526236018,4,14638.568815590044
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.75-60",29264.6848311601,2,14632.34241558005
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.75-60",29176.016434042333,2,14588.008217021166
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.7-72",29148.562451277267,2,14574.281225638633
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.95-36",29079.003310355067,2,14539.501655177533
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.4-72",58131.21400729868,4,14532.80350182467
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.65-96",29044.96186810503,2,14522.480934052515
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.7-72",29026.039348146016,2,14513.019674073008
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.6-36",29010.049347840326,2,14505.024673920163
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.75-84",28960.14132862314,2,14480.07066431157
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.9-24",28872.27268137596,2,14436.13634068798
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.65-48",28849.686904906797,2,14424.843452453399
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.55-48",57585.36497511419,4,14396.341243778548
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.85-48",28649.099391422515,2,14324.549695711257
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.45-60",57260.60898696062,4,14315.152246740156
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.85-96",28611.83293156881,2,14305.916465784405
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.95-24",28460.044672624976,2,14230.022336312488
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.65-36",56833.80258385442,4,14208.450645963605
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.45-96",56824.807228287915,4,14206.201807071979
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.8-72",28371.468593572743,2,14185.734296786371
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.95-60",28349.28748312029,2,14174.643741560145
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.45-72",28253.021904455603,2,14126.510952227802
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.5-96",28246.27836008079,2,14123.139180040394
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.85-84",28175.713418975123,2,14087.856709487562
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.4-96",56211.91967797084,4,14052.97991949271
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.45-72",56192.411818658264,4,14048.102954664566
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.95-36",28047.055118904966,2,14023.527559452483
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.6-60",28009.3972300798,2,14004.6986150399
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.85-60",27901.964704190443,2,13950.982352095221
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.55-48",55302.9258042999,4,13825.731451074975
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.85-24",55277.91746625767,4,13819.479366564417
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.45-84",55246.47058466536,4,13811.61764616634
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.5-60",54692.17415580052,4,13673.04353895013
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.5-60",54692.17415580052,4,13673.04353895013
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.4-96",27306.465592136905,2,13653.232796068452
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.95-96",27255.16138302989,2,13627.580691514944
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.75-60",27194.6848311601,2,13597.34241558005
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.55-72",27122.573773543307,2,13561.286886771653
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.45-60",54020.60898696062,4,13505.152246740156
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.9-72",26979.12315164221,2,13489.561575821104
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.7-72",26830.16245127727,2,13415.081225638634
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.7-24",26816.959232460507,2,13408.479616230254
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.55-48",53625.36497511421,4,13406.341243778552
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.65-96",26778.036947670265,2,13389.018473835133
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.75-36",26758.561684800403,2,13379.280842400201
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.65-84",26578.40228699238,2,13289.20114349619
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.4-96",53139.91967797084,4,13284.97991949271
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.8-48",26566.470783052453,2,13283.235391526227
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.4-84",53099.39868918385,4,13274.849672295963
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.65-48",26525.73482873487,2,13262.867414367434
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.45-84",53024.117643998885,4,13256.029410999721
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.9-48",26485.321213340892,2,13242.660606670446
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.75-24",52915.399764396585,4,13228.849941099146
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.5-48",26452.411406719126,2,13226.205703359563
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.75-84",26440.14132862314,2,13220.07066431157
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.55-72",26294.67121655685,2,13147.335608278425
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.45-72",52565.41378843466,4,13141.353447108664
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.5-60",52557.5365151006,4,13139.38412877515
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.8-48",26252.90695988529,2,13126.453479942646
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.6-36",52461.9716158656,4,13115.4929039664
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.75-60",26191.746537599745,2,13095.873268799873
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.7-36",26189.434018156364,2,13094.717009078182
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.65-84",26187.133790980977,2,13093.566895490489
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.7-72",26006.745184708718,2,13003.372592354359
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.85-84",25867.072221451566,2,12933.536110725783
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.6-36",51684.37161586562,4,12921.092903966404
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.95-60",25697.100786136132,2,12848.550393068066
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.95-36",25549.378134080514,2,12774.689067040257
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.85-24",25534.257532410626,2,12767.128766205313
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.65-36",50979.1030144968,4,12744.7757536242
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.55-36",50854.18753050246,4,12713.546882625615
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.65-96",25403.406587222464,2,12701.703293611232
CPU.S1,"CPU.S1|buy-dismiss|DC2,1.0-72",25384.335741965926,2,12692.167870982963
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.5-84",25309.949069985374,2,12654.974534992687
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.7-24",25271.359232460505,2,12635.679616230253
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.45-60",25219.04792255985,2,12609.523961279925
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.4-84",50411.39868918385,4,12602.849672295963
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.45-96",50344.807228287915,4,12586.201807071979
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.7-96",25122.750492758863,2,12561.375246379432
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.9-36",25023.794323173126,2,12511.897161586563
CPU.S4,"CPU.S4|buy-dismiss|DC3,1.0-12",24931.951978403296,2,12465.975989201648
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.45-72",49777.21181865828,4,12444.30295466457
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.8-48",24800.07078305245,2,12400.035391526226
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.5-60",49557.5365151006,4,12389.38412877515
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.9-48",24757.321213340892,2,12378.660606670446
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.95-84",24712.84568292265,2,12356.422841461324
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.75-72",24708.251806474444,2,12354.125903237222
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.8-60",24580.672662767476,2,12290.336331383738
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.4-84",24429.394040754796,2,12214.697020377398
