server_generation,action_string,score,slots_size,score_per_slot
CPU.S1,"CPU.S1|buy-dismiss|DC1,0.95-60",2399.5487870363845,2,1199.7743935181923
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.55-24",2398.1666386186425,2,1199.0833193093213
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.35-60",4768.52190906037,4,1192.1304772650924
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.65-12",2384.168785962142,2,1192.084392981071
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.45-60",2371.310898696061,2,1185.6554493480305
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.35-72",4695.60919228975,4,1173.9022980724376
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.95-12",4683.452994340489,4,1170.8632485851222
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.45-96",2338.640963771719,2,1169.3204818858594
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.5-36",4654.6946265360075,4,1163.6736566340019
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.55-48",2325.474074819431,2,1162.7370374097154
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.55-36",2298.5687530502437,2,1149.2843765251218
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.35-72",4596.210724338045,4,1149.0526810845113
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.65-36",2287.759802662367,2,1143.8799013311834
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.8-12",2275.3701974491446,2,1137.6850987245723
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.4-48",4440.265436446687,4,1110.0663591116718
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.4-48",4440.265436446687,4,1110.0663591116718
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.35-72",2217.7725923543576,2,1108.8862961771788
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.3-60",2196.6986150399016,2,1098.3493075199508
CPU.S2,"CPU.S2|buy-dismiss|DC1,0.9-48",2196.0796309340094,2,1098.0398154670047
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.45-36",2175.0647259576654,2,1087.5323629788327
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.65-84",2166.7891514733883,2,1083.3945757366942
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.5-48",2152.0668499283047,2,1076.0334249641523
CPU.S1,"CPU.S1|buy-dismiss|DC1,0.9-72",2109.9021677693327,2,1054.9510838846663
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.75-48",2091.1010111174073,2,1045.5505055587037
CPU.S3,"CPU.S3|buy-dismiss|DC1,1.0-24",2080.30297930662,2,1040.15148965331
CPU.S1,"CPU.S1|buy-dismiss|DC1,0.9-96",2060.679204975684,2,1030.339602487842
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.45-72",2060.4615758211016,2,1030.2307879105508
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.45-36",2058.3370108802437,2,1029.1685054401219
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.6-60",2054.7478649280847,2,1027.3739324640424
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.3-48",2047.4468440314758,2,1023.7234220157379
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.8-24",2023.8661504859847,2,1011.9330752429923
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.7-24",2007.02752623602,2,1003.51376311801
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.5-48",2000.0442394077813,2,1000.0221197038907
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.35-96",3877.072288668358,4,969.2680721670895
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.4-48",1913.6534799426445,2,956.8267399713222
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.65-48",1905.857511230115,2,952.9287556150575
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.5-84",1876.7608857487617,2,938.3804428743808
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.5-60",1862.9204142296737,2,931.4602071148369
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.4-60",3646.029212080483,4,911.5073030201207
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.35-36",1802.5287862401904,2,901.2643931200952
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.65-96",1800.2683147046564,2,900.1341573523282
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.75-36",1797.9119359776005,2,898.9559679888002
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.65-72",1757.8182322778484,2,878.9091161389242
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.35-96",3347.2510034464176,4,836.8127508616044
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.6-24",3307.706446770142,4,826.9266116925355
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.55-24",3295.501991854464,4,823.875497963616
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.35-60",1645.4743358864223,2,822.7371679432111
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.5-96",1624.8217805420463,2,812.4108902710232
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.6-36",1621.2493478403242,2,810.6246739201621
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.9-12",1573.1567805629622,2,786.5783902814811
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.5-72",1532.167870982963,2,766.0839354914815
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.8-12",1507.3701974491446,2,753.6850987245723
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.4-36",3000.8636585472113,4,750.2159146368028
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.4-24",1499.9767042631456,2,749.9883521315728
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.45-84",1476.6682958491444,2,738.3341479245722
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.45-60",1467.6098604253982,2,733.8049302126991
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.85-36",1461.6858957892484,2,730.8429478946242
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.45-36",2896.478711899219,4,724.1196779748047
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.55-36",1387.7687530502408,2,693.8843765251204
GPU.S2,"GPU.S2|buy-dismiss|DC4,1.0-12",2751.6089404181403,4,687.9022351045351
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.95-24",1361.523071320311,2,680.7615356601555
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.6-36",1355.778279380646,2,677.889139690323
CPU.S2,"CPU.S2|buy-dismiss|DC1,0.8-60",1347.6638199041095,2,673.8319099520547
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.6-60",1272.8131472338644,2,636.4065736169322
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.55-24",1270.467968361827,2,635.2339841809135
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.55-48",1269.4740748194308,2,634.7370374097154
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.75-24",1267.374516080612,2,633.687258040306
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.6-24",2443.706446770142,4,610.9266116925355
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.7-24",1221.0120855146306,2,610.5060427573153
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.35-60",1218.815050879884,2,609.407525439942
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.35-84",2361.9738530358386,4,590.4934632589597
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.65-48",1175.286904906793,2,587.6434524533965
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.65-24",2335.3486506676345,4,583.8371626669086
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.45-72",1166.6219044556037,2,583.3109522278019
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.5-24",1160.15148965331,2,580.075744826655
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.55-36",1153.6124428371438,2,576.8062214185719
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.55-84",1145.0173197627796,2,572.5086598813898
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.6-12",1135.1711870419754,2,567.5855935209877
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.45-60",1129.3108986960624,2,564.6554493480312
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.65-24",1118.7684172191593,2,559.3842086095797
CPU.S1,"CPU.S1|buy-dismiss|DC1,1.0-48",1108.1346814898761,2,554.0673407449381
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.75-36",1060.1078765961074,2,530.0539382980537
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.3-84",2024.5490168878805,4,506.1372542219701
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.45-96",998.1737911540167,2,499.08689557700836
CPU.S2,"CPU.S2|buy-dismiss|DC1,0.75-84",915.6372542219709,2,457.81862711098546
GPU.S3,"GPU.S3|buy-dismiss|DC3,0.85-12",1813.277256406207,4,453.31931410155175
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.55-72",894.7419260035676,2,447.3709630017838
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.35-84",811.9643489897566,2,405.9821744948783
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.75-24",796.4563204934002,2,398.2281602467001
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.35-84",1550.9803897768984,4,387.7450974442246
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.45-48",768.6398154670028,2,384.3199077335014
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.35-72",1472.8122563863144,4,368.2030640965786
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.95-12",1468.652994340504,4,367.163248585126
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.5-48",724.4114067191276,2,362.2057033595638
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.3-48",722.6468440314766,2,361.3234220157383
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.4-36",709.3908675179235,2,354.69543375896177
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.55-96",693.538955720991,2,346.7694778604955
CPU.S2,"CPU.S2|buy-dismiss|DC1,1.0-36",678.2159146368028,2,339.1079573184014
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.65-60",666.7965384985762,2,333.3982692492881
CPU.S2,"CPU.S2|buy-dismiss|DC1,0.75-72",666.6026263685026,2,333.3013131842513
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.5-60",662.9204142296742,2,331.4602071148371
CPU.S1,"CPU.S1|buy-dismiss|DC1,0.9-60",653.2567456134154,2,326.6283728067077
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.75-12",648.1595601085733,2,324.07978005428663
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.6-24",1292.3198115172563,4,323.0799528793141
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.3-72",1262.410505474003,4,315.60262636850075
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.35-72",627.8196740730127,2,313.90983703650636
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.4-24",616.7767042631476,2,308.3883521315738
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.4-84",605.9398689183851,2,302.96993445919253
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.75-24",547.374516080612,2,273.687258040306
CPU.S2,"CPU.S2|buy-dismiss|DC1,0.85-48",544.075206993226,2,272.037603496613
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.6-36",491.7782793806458,2,245.8891396903229
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.6-12",472.77118704197574,2,236.38559352098787
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.95-24",471.4878303412843,2,235.74391517064214
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.35-72",915.6091922897504,4,228.9022980724376
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.4-72",456.3214007298684,2,228.1607003649342
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.35-96",452.3948520565532,2,226.1974260282766
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.7-48",439.6942770429132,2,219.8471385214566
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.5-36",402.1079573184014,2,201.0539786592007
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.65-24",401.1684172191608,2,200.5842086095804
CPU.S2,"CPU.S2|buy-dismiss|DC3,1.0-12",369.3267360477889,2,184.66336802389446
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.45-84",366.08479717388553,2,183.04239858694277
CPU.S1,"CPU.S1|buy-dismiss|DC1,0.85-84",334.4935057728926,2,167.2467528864463
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.5-48",314.06734074493806,2,157.03367037246903
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.45-36",625.2251638824091,4,156.30629097060228
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.7-36",260.5511402457614,2,130.2755701228807
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.35-48",246.446794949813,2,123.2233974749065
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.4-96",245.19196779708454,2,122.59598389854227
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.45-72",244.9510838846668,2,122.4755419423334
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.35-60",484.52190906036043,4,121.13047726509011
GPU.S1,"GPU.S1|buy-dismiss|DC1,0.45-36",466.4787118992192,4,116.6196779748048
CPU.S2,"CPU.S2|buy-dismiss|DC1,0.75-96",207.73493961953318,2,103.86746980976659
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.5-24",200.1514896533099,2,100.07574482665495
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.45-60",163.04792255984955,2,81.52396127992478
CPU.S1,"CPU.S1|buy-dismiss|DC1,0.85-72",156.6853806710351,2,78.34269033551755
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.25-84",148.3712754717468,2,74.1856377358734
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.6-48",139.2530872893385,2,69.62654364466925
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.8-36",79.70437250752946,2,39.85218625376473
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.9-24",74.86396230345144,2,37.43198115172572
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.25-72",72.12328025311263,2,36.06164012655631
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.55-60",27.268876184074486,2,13.634438092037243
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.85-12",16.959181642798512,2,8.479590821399256
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.35-60",-34.52566411357742,2,-17.26283205678871
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.45-96",-49.66039751215794,2,-24.83019875607897
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.4-48",-99.69032414552566,4,-24.922581036381416
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.3-36",-53.37532607983783,2,-26.687663039918917
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.55-84",-63.856023016097836,2,-31.928011508048918
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.75-12",-71.84043989142674,2,-35.92021994571337
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.7-24",-77.11711832476249,2,-38.55855916238124
GPU.S2,"GPU.S2|buy-dismiss|DC2,0.35-60",-169.72443942958228,4,-42.43110985739557
GPU.S1,"GPU.S1|buy-dismiss|DC2,0.55-24",-240.97350610917783,4,-60.24337652729446
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.4-60",-142.1680900479443,2,-71.08404502397215
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.55-72",-161.82622645669562,2,-80.91311322834781
CPU.S2,"CPU.S2|buy-dismiss|DC4,1.0-12",-182.67326395221016,2,-91.33663197610508
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.45-48",-201.53983506452641,2,-100.76991753226321
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.9-12",-423.04453167742395,4,-105.76113291935599
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.25-96",-213.45900491443535,2,-106.72950245721768
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.45-48",-224.9601845329962,2,-112.4800922664981
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.35-48",-232.1120152966114,2,-116.0560076483057
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.55-36",-242.20324390107396,2,-121.10162195053698
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.4-36",-243.9671014397816,2,-121.9835507198908
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.6-84",-267.8869371014854,2,-133.9434685507427
CPU.S1,"CPU.S1|buy-dismiss|DC1,0.95-48",-315.27205258461345,2,-157.63602629230672
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.6-24",-317.29069179769976,2,-158.64534589884988
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.6-72",-321.3985548204455,2,-160.69927741022275
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.45-60",-348.37162719329274,2,-174.18581359664637
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.25-60",-389.4178208000833,2,-194.70891040004165
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.55-24",-795.3735061091793,4,-198.84337652729482
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.65-24",-410.60306345069876,2,-205.30153172534938
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.55-36",-414.6547644797031,2,-207.32738223985154
CPU.S2,"CPU.S2|buy-dismiss|DC1,0.75-60",-424.0651688398975,2,-212.03258441994876
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.5-36",-425.89204268159864,2,-212.94602134079932
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.4-36",-442.6091324820766,2,-221.3045662410383
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.55-24",-928.4980081455578,4,-232.12450203638946
CPU.S1,"CPU.S1|buy-dismiss|DC1,0.85-96",-501.8029730785238,2,-250.9014865392619
GPU.S2,"GPU.S2|buy-dismiss|DC4,0.6-24",-1012.2935532298579,4,-253.07338830746448
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.4-84",-516.840744011707,2,-258.4203720058535
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.3-96",-1041.0602415218673,4,-260.2650603804668
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.4-72",-520.8918010594152,2,-260.4459005297076
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.55-12",-543.4264118781867,2,-271.71320593909337
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.5-24",-573.0291196710668,2,-286.5145598355334
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.35-96",-1162.927711331642,4,-290.7319278329105
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.35-96",-1214.5702817755518,4,-303.64257044388796
CPU.S2,"CPU.S2|buy-dismiss|DC1,0.95-36",-638.1948810950373,2,-319.09744054751866
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.5-48",-645.9326592550619,2,-322.96632962753097
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.4-48",-1319.734563553313,4,-329.9336408883282
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.7-36",-673.7659818436349,2,-336.88299092181745
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.35-24",-703.5203837697468,2,-351.7601918848734
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.95-12",-717.8896007546014,2,-358.9448003773007
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.5-36",-733.2614156025945,2,-366.63070780129726
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.45-24",-737.8636593120204,2,-368.9318296560102
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.7-24",-749.1171183247625,2,-374.55855916238124
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.7-12",-781.0510772319981,2,-390.52553861599904
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.6-48",-815.9197800860347,2,-407.95989004301737
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.4-48",-1635.6903241455257,4,-408.9225810363814
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.55-96",-820.2938039111332,2,-410.1469019555666
CPU.S1,"CPU.S1|buy-dismiss|DC2,1.0-24",-830.1673118925173,2,-415.08365594625866
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.35-84",-1718.52287859362,4,-429.630719648405
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.4-72",-868.4785992701313,2,-434.23929963506566
CPU.S4,"CPU.S4|buy-dismiss|DC1,0.7-24",-869.4407675394959,2,-434.72038376974797
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.5-24",-1804.089098314158,4,-451.0222745785395
CPU.S1,"CPU.S1|buy-dismiss|DC1,0.05-12",-910.8782305224411,2,-455.43911526122054
CPU.S1,"CPU.S1|buy-dismiss|DC1,0.85-60",-913.035295809554,2,-456.517647904777
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.95-12",-1849.3960075460182,4,-462.34900188650454
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.05-12",-925.8782305224411,2,-462.93911526122054
CPU.S2,"CPU.S2|buy-dismiss|DC1,0.8-48",-927.9292169475511,2,-463.96460847377557
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.6-96",-930.2138633495442,2,-465.1069316747721
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.4-84",-939.660131081614,2,-469.830065540807
CPU.S2,"CPU.S2|buy-dismiss|DC1,0.05-12",-973.6336631976105,2,-486.81683159880527
GPU.S2,"GPU.S2|buy-dismiss|DC1,0.35-72",-1955.789275661955,4,-488.9473189154887
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.9-24",-978.9273186240443,2,-489.4636593120222
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.6-24",-979.6906917977003,2,-489.84534589885016
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.05-12",-979.8782305224411,2,-489.93911526122054
GPU.S1,"GPU.S1|buy-dismiss|DC4,0.45-36",-1963.5212881007808,4,-490.8803220251952
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.05-12",-989.9836631976107,2,-494.99183159880533
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.65-48",-995.7124570315818,2,-497.8562285157909
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.05-12",-1003.8782305224411,2,-501.93911526122054
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.6-60",-1004.4955029243911,2,-502.24775146219554
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.55-60",-1011.2546150356255,2,-505.62730751781277
GPU.S3,"GPU.S3|buy-dismiss|DC1,0.35-48",-2043.6903241455366,4,-510.92258103638414
GPU.S2,"GPU.S2|buy-dismiss|DC2,1.0-12",-2048.3910595818597,4,-512.0977648954649
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.55-36",-1034.203243901074,2,-517.101621950537
CPU.S1,"CPU.S1|buy-dismiss|DC1,0.05-24",-1037.508365594626,2,-518.754182797313
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.3-36",-1046.9753260798368,2,-523.4876630399184
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.05-12",-1050.2836631976106,2,-525.1418315988053
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.45-72",-1051.0489161153332,2,-525.5244580576666
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.05-24",-1067.508365594626,2,-533.754182797313
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.4-60",-1071.4579018440902,2,-535.7289509220451
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.65-36",-1074.309655486078,2,-537.154827743039
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.85-24",-1076.7951467134044,2,-538.3975733567022
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.05-12",-1077.8836631976105,2,-538.9418315988053
CPU.S3,"CPU.S3|buy-dismiss|DC4,0.35-48",-1097.5532050501856,2,-548.7766025250928
CPU.S2,"CPU.S2|buy-dismiss|DC1,0.05-24",-1110.6408909831416,2,-555.3204454915708
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.4-48",-1116.7646084737758,2,-558.3823042368879
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.4-96",-1134.1773119353688,2,-567.0886559676844
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.75-36",-1140.2771507741895,2,-570.1385753870948
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.05-24",-1143.3408909831414,2,-571.6704454915707
GPU.S2,"GPU.S2|buy-dismiss|DC3,0.45-36",-2290.774836117591,4,-572.6937090293977
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.45-84",-1145.915202826114,2,-572.957601413057
CPU.S4,"CPU.S4|buy-dismiss|DC4,0.55-12",-1150.6264118781885,2,-575.3132059390942
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.45-36",-1156.8528384134388,2,-578.4264192067194
CPU.S1,"CPU.S1|buy-dismiss|DC1,0.05-36",-1165.0184767182795,2,-582.5092383591398
CPU.S4,"CPU.S4|buy-dismiss|DC3,0.25-48",-1173.7942966404362,2,-586.8971483202181
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.05-24",-1175.508365594626,2,-587.754182797313
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.3-72",-1209.452063696267,2,-604.7260318481335
CPU.S1,"CPU.S1|buy-dismiss|DC2,0.05-36",-1210.0184767182795,2,-605.0092383591398
CPU.S3,"CPU.S3|buy-dismiss|DC1,0.05-12",-1210.1893626594283,2,-605.0946813297141
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.5-72",-1211.5982490876645,2,-605.7991245438322
CPU.S1,"CPU.S1|buy-dismiss|DC4,0.05-24",-1223.508365594626,2,-611.754182797313
GPU.S3,"GPU.S3|buy-dismiss|DC4,0.85-12",-2470.722743593793,4,-617.6806858984482
CPU.S3,"CPU.S3|buy-dismiss|DC2,0.05-12",-1238.3893626594286,2,-619.1946813297143
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.65-24",-1241.608752730136,2,-620.804376365068
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.95-12",-1242.2896007546003,2,-621.1448003773002
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.4-60",-1246.1680900479455,2,-623.0840450239727
CPU.S2,"CPU.S2|buy-dismiss|DC1,0.05-36",-1248.5892042681596,2,-624.2946021340798
CPU.S2,"CPU.S2|buy-dismiss|DC3,0.05-24",-1263.9408909831416,2,-631.9704454915708
CPU.S2,"CPU.S2|buy-dismiss|DC1,0.7-72",-1267.8375487227295,2,-633.9187743613647
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.05-36",-1297.6392042681603,2,-648.8196021340801
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.3-72",-1297.8688507945599,2,-648.9344253972799
CPU.S1,"CPU.S1|buy-dismiss|DC1,0.05-48",-1312.5932659255063,2,-656.2966329627532
CPU.S2,"CPU.S2|buy-dismiss|DC4,0.05-24",-1319.1408909831416,2,-659.5704454915708
CPU.S2,"CPU.S2|buy-dismiss|DC2,0.5-84",-1321.5751638520185,2,-660.7875819260092
GPU.S1,"GPU.S1|buy-dismiss|DC3,0.35-60",-2665.4780909396395,4,-666.3695227349099
CPU.S4,"CPU.S4|buy-dismiss|DC2,0.3-84",-1333.954469433906,2,-666.977234716953
CPU.S1,"CPU.S1|buy-dismiss|DC3,0.45-48",-1337.3393933295547,2,-668.6696966647773
GPU.S3,"GPU.S3|buy-dismiss|DC2,0.85-12",-2674.722743593793,4,-668.6806858984482
CPU.S3,"CPU.S3|buy-dismiss|DC3,0.05-12",-1342.789362659428,2,-671.394681329714
CPU.S2,"CPU.S2|buy-dismiss|DC1,0.7-84",-1350.4052293928253,2,-675.2026146964126
